dim_0,dim_1,mean,std,median,5.0%,95.0%
0,0,-0.5252631167520829,0.2311610649156097,-0.5200423291776082,-0.9050855305777908,-0.14468553222055874
0,1,0.5977557133977363,0.2329988794673906,0.5832180091198093,0.22708248308803342,1.0059150396237657
0,2,-0.13887439490054243,0.22259091554497248,-0.11345305721817597,-0.5012899214809238,0.20365292566003632
0,3,0.37315077019010756,0.23429229118529263,0.36901238264777336,-0.027017755069627735,0.7286410430654823
0,4,1.0004498624071092,0.22074976781665154,1.005623463775303,0.6447811930026743,1.37342241055554
0,5,0.3558621585904121,0.219409198453377,0.3642681985354126,0.0028775240971242364,0.6699172633116056
0,6,-1.0264026135234259,0.2036608093327175,-1.0400172105437493,-1.3665603100662158,-0.6973408327327951
0,7,-0.576217611209849,0.24415688913591455,-0.565508896528288,-0.9655513392475588,-0.1857361166514126
0,8,-0.42506142876114617,0.2038302937311346,-0.437778936598865,-0.7287680833274089,-0.09651537900768939
0,9,-0.15398656066051772,0.22711966266625053,-0.14508545254796326,-0.49200995344598847,0.2378111402401825
1,0,0.011613324374582012,0.24382777232584807,0.005873134519935036,-0.3532646724316476,0.46243514873837044
1,1,-1.3813724131099312,0.23590915359985268,-1.39180922803035,-1.7212685120235214,-0.9807604287075228
1,2,0.24583181907557833,0.21965296306102236,0.22394628669321776,-0.08024523111617493,0.6652690116290527
1,3,-0.64136868026704,0.23164322462046796,-0.6584172378584348,-1.010140170683806,-0.24668905730469648
1,4,-2.214273542059519,0.23728678217137178,-2.189889777737279,-2.6154575553187267,-1.890095790576273
1,5,0.04734045531202679,0.22217714537864966,0.03765998317981542,-0.2888341955137339,0.4077160089620571
1,6,-0.19593501050763137,0.24047620695537683,-0.20882829391994095,-0.5439460933453726,0.2687611827160523
1,7,0.046170101426433095,0.2208766406060185,0.04025898696063493,-0.280328032341258,0.40187929047287824
1,8,-1.0687918985447258,0.23080662975096639,-1.0880498461741015,-1.42705476032839,-0.6914691397173254
1,9,-0.660519243559633,0.24506277215427907,-0.6652988806885438,-1.0612587577643993,-0.24224517561786074
