dim_0,mean,std,median,5.0%,95.0%
0,-0.005454290501037339,0.10036758845745768,-0.00951014791111967,-0.18770658251263103,0.16505971436268932
1,0.0068121845291079335,0.0916662277659798,0.0023547842690946636,-0.1465611686905725,0.16649892555747167
2,-0.0011339523885473283,0.10686568543563837,0.002098839711872372,-0.18183344072355562,0.18645914139521383
3,0.002167676326882603,0.11073342154558836,-0.004194721418751202,-0.17908850915127972,0.17227628277436924
4,0.005357615635610189,0.10599605298047089,-0.0008130116910243337,-0.15538890367073746,0.18362373969507267
5,0.004267309999377755,0.10520005398158755,0.004856194355211647,-0.17037492784374875,0.18103309312483004
6,-0.01172239266723559,0.09394193110027853,-0.008415038560964597,-0.17417348617361905,0.1350871575160085
7,0.0008808352618445719,0.1013466555673222,0.002537922219497408,-0.17152939786706678,0.16392791405039078
8,0.002791523048885751,0.09778455540589098,0.0028377348827164028,-0.1579757365022981,0.15420411323597122
9,0.001031191085475001,0.10190316149059901,0.002618245998458156,-0.16326592422030442,0.17150200107595776
10,0.002027140811748568,0.10040365571332507,-0.0025178824743375587,-0.15136964009075982,0.16388984965703932
11,-0.0006545196676809726,0.10101926973425869,-0.006743491555123125,-0.15722926228705955,0.16602247788404476
12,0.00409647399299447,0.10872337738396108,0.009118894239208152,-0.17519637035722666,0.1895034837311399
13,-0.0006965503829901384,0.09732400919880037,-0.0004314067631978184,-0.15697635238960506,0.16199174680627576
14,-0.005851397756366019,0.10356668811357812,-0.0003565761629922088,-0.18175394222144275,0.17372490962850284
15,-0.005074273511285944,0.09675975506636722,0.0008054583434399119,-0.16958923289119404,0.14175508827968647
16,-0.006520272256833652,0.09947536593743919,-0.006111342181639408,-0.15728814369145383,0.16024737818588095
17,-0.016902477553985055,0.10351572230947607,-0.013303434466526159,-0.1962131375942028,0.16899758898144204
18,0.0021848959225098745,0.0992969670022864,0.007681030300952317,-0.1635321208959352,0.16847229592699609
19,0.005452783093531531,0.09357166893704198,0.006453361162734641,-0.15366241583588566,0.1618692963929233
