dim_0,mean,std,median,5.0%,95.0%
0,0.003581214044375737,0.11012571620242556,0.004089562333548716,-0.17240635656927725,0.1917638248594199
1,0.0005109090425347302,0.10636512216917031,-0.0006673516014668549,-0.1724607417516982,0.1740415600850924
2,0.0013319376928274155,0.10765109609194783,0.004136604768826783,-0.17649211978896587,0.17183254324838085
3,-0.003634480088174321,0.10430635286655983,-0.0009845428396885836,-0.1846385339008483,0.16284803190770103
4,0.00023365801976165396,0.1028028031240677,-0.0023558502935212243,-0.16687994954925597,0.1707749417534825
5,-0.001568342084478275,0.10028319065044045,-0.0054675213969011295,-0.16108035399802767,0.16488195688206916
6,0.00042682438596195567,0.10284549078271717,-0.002031565773493307,-0.17516144157002106,0.17210552859972858
7,0.0009319956952101277,0.10200588187507018,-0.001547137703047307,-0.1639379513030694,0.17039167065718197
8,0.002929227074490278,0.09947777933347705,-0.0008431728521936778,-0.17109875813503622,0.17067951216669391
9,0.0022377778375646013,0.10755796687028112,-0.0010200157190121942,-0.17633705022815838,0.17610544277558404
10,-0.0036079088692330913,0.10077205366823569,-0.00559473217240042,-0.16867977665862754,0.16806485057920553
11,3.211979770885101e-05,0.1038098389488098,0.002931856382472659,-0.16983784820335476,0.16437344720961364
12,0.001167084588832499,0.09703450436170587,-0.0011780498214532913,-0.15864504809280766,0.1579989913384589
13,-0.006824674432881241,0.10003549580750773,-0.0047485568926645735,-0.17779644681158543,0.16153385831275127
14,-0.007113279030887686,0.10380136632999955,-0.005552894588039177,-0.16982716248295907,0.16198713084929203
15,-0.0035674581720832365,0.10460061172069006,-0.00600385327162956,-0.17263567097064766,0.16879415672473674
16,0.0037611615297764426,0.10124361877462655,0.006059709321083956,-0.1647937002882287,0.16735050500671683
17,0.0014548790252340458,0.10757854358255162,0.0014968387330498542,-0.16908042991062666,0.17560892605261494
18,-0.0012737483729888465,0.10698129731266233,-0.001479292993218652,-0.17847288002486916,0.17272064946231222
19,-0.0040370585845894615,0.10025112758452248,-0.006752883318658132,-0.1654897588389584,0.1562827309638466
20,0.004404560489776849,0.10112312561589827,0.001532583699148111,-0.16785574256142471,0.17152593173301492
21,-0.0003945283942080765,0.10694012869108013,0.0039618564208366005,-0.17574137347225077,0.17928979869047337
22,0.0032826369638522973,0.10606548725858994,0.003325982701794731,-0.17189399215808102,0.17781602330399104
23,0.0005091282654902721,0.1073720678876937,-0.0009028839913799197,-0.1695423962925506,0.18126394042867938
24,-0.004925564505184047,0.10593194558362164,-0.007521366467920915,-0.18594330995768374,0.16056521606462157
25,0.0020470649537676217,0.10862471605351005,0.0030056171122259615,-0.18574765717923097,0.18095904026308304
26,-0.0019161390364971932,0.09996814448699341,-0.0011577279096516698,-0.16718701800204475,0.1618511841867669
27,-0.0002873177145047323,0.10689203595207872,0.005140318239896144,-0.17759693761082557,0.17635807448846388
28,0.003673278411215947,0.09855845728309816,0.00845806399162847,-0.1622880006094291,0.16485258125828317
29,0.0001537654624192365,0.10018206415261828,0.0018211092355579484,-0.1695733827634228,0.1641628536250032
30,-0.0004649982257730322,0.1055044451310726,6.905788497336979e-06,-0.17139806589516682,0.17998028191852916
31,-0.0007806706196454952,0.10192583875556846,0.003047250361452923,-0.16523818942526233,0.16674046681759405
