dim_0,mean,std,median,5.0%,95.0%
0,0.01761280991948808,0.1002586804416172,0.01797438399838807,-0.15328921084726013,0.1788818547381145
1,0.010868929849696188,0.10121845488757597,0.011778911200278727,-0.14906907170145134,0.17277807659521452
2,0.017763159008234844,0.10147242392224616,0.022583030915540474,-0.15119477180664848,0.1762026584024978
3,0.02145865430938259,0.10248138074525794,0.020351854653205995,-0.14257419685069903,0.18758763136497178
4,0.018720825811838714,0.09414900074664012,0.016622956314296448,-0.1313160311185067,0.1765302877345001
5,0.017552355430357033,0.09653880838976406,0.017148433760788048,-0.13592681157084957,0.17143668610876298
6,0.01926942568724889,0.09800549429013211,0.01765707844089215,-0.13778953512246225,0.1855709680735298
7,0.014755670802500292,0.10156257394769977,0.010474205703961573,-0.15451420248356193,0.18157932006912422
8,0.022033126437833842,0.1050191591676708,0.026115482024921095,-0.1540820090186595,0.1923113615326805
9,0.01609211669636142,0.1052481411063378,0.018940388956102793,-0.15625128486122794,0.192533193603329
10,0.022610860140830608,0.10163134772185552,0.02641730778971347,-0.13960397230495247,0.17862960764113256
11,0.012698911919071007,0.10723397624053566,0.010990769698482124,-0.16863491723567892,0.1875064969091239
12,0.01733960815738362,0.1002440290413953,0.016777835701201588,-0.142659143108392,0.1775055404609748
13,0.021849348089242177,0.09836824947678513,0.02229343087282131,-0.1376802037524411,0.17893046467161003
14,0.022142487389636638,0.103388126373137,0.02593343613160999,-0.15190596856971694,0.1884202848575369
15,0.019319363710921012,0.10359335011914655,0.02084201736144259,-0.15871567083912558,0.18120816880412363
16,0.012031129915214727,0.10308118624731297,0.011962563943372181,-0.15151619466567048,0.17835714998772587
17,0.019635332862062597,0.0963022120512146,0.01966657360855533,-0.14097879403875285,0.17753575031101554
18,0.016522811574498017,0.09981865010846319,0.019871508541522642,-0.15605908629086773,0.18218381970275369
19,0.0322772789788458,0.10444195224478205,0.02776427861181397,-0.14085050645552005,0.20743074842920392
20,0.020383231687586992,0.09592538219684207,0.022340141932151895,-0.1399240972711843,0.1731111831752582
21,0.03777548746482613,0.11019104749296939,0.030192936595086935,-0.134188698468549,0.23060616648633614
22,0.02002287545189244,0.10092197987609922,0.02038121940121508,-0.14331728284974363,0.19782968696717512
23,0.02476193273334921,0.09987765507822977,0.02589612074717098,-0.146929553759499,0.185609503271807
24,0.021520036930138826,0.10253022307635641,0.02294222375275163,-0.14400271583217397,0.18619834521083756
25,0.021133271772657062,0.10170056563084487,0.014224270409894192,-0.1398557270239563,0.1897417224376193
26,0.017065983707768496,0.10695794102404224,0.014413476706673032,-0.15469499713799292,0.18553953794749944
27,0.018953891315775385,0.10880736688491754,0.015905901311839436,-0.15311620843987844,0.2047100354796775
28,0.018870274097544652,0.10102163210596539,0.02211755100173035,-0.14949583455227733,0.18090666607585706
29,0.02281867981315508,0.09546868736372853,0.02455319361452766,-0.12916403662856088,0.16919462329813614
30,0.019675443726216216,0.10218560674171855,0.018721535747546668,-0.15588859613209846,0.19019895163582762
31,0.016612081525769255,0.10169140532689928,0.01877576277594694,-0.1465850611642503,0.18877497189022474
32,0.015670230053678194,0.10177201542120658,0.01460597118233101,-0.15224639332129855,0.18566520966734953
33,0.02114770287107214,0.10354127457282772,0.02111564169883667,-0.14049480585616841,0.19001176857627203
34,0.016126309491896734,0.09842069781765014,0.017682552164459187,-0.14719174539244642,0.17549749075277846
35,0.021784110367939903,0.10541085384910202,0.024289742468243804,-0.15785579091219423,0.19874827062652808
36,0.024121770783039315,0.10642238945501283,0.025536659305123596,-0.14534389730387112,0.19713488959910072
37,0.01781886338999797,0.10277826087965483,0.022531841338252305,-0.1600150388367505,0.19136152984317276
38,0.02643955039415592,0.09165326395731443,0.024533032954017393,-0.11977524057716424,0.1793082354595484
39,0.019969225943055714,0.10538169813380881,0.019916821215960334,-0.16102296050387815,0.19046400208038292
40,0.01350638436820178,0.10458072639210397,0.011902461809485705,-0.16378361992901833,0.17819060856983365
41,0.014969849758447746,0.10133747299484577,0.013377910526365389,-0.14823654587731827,0.18841638455337972
42,0.018361146003429456,0.10259083651791909,0.01966952649114049,-0.1516393318108984,0.1839107880681378
43,0.01988871028277171,0.09784806997856157,0.022003255394849777,-0.1399255664811905,0.17705612651003486
44,0.021653992807258146,0.10002203101788334,0.02364983895756033,-0.15488274324401902,0.1773537215253461
45,0.016762363463741763,0.10001999208166537,0.015298799744754217,-0.1483163969700643,0.17372116002804291
46,0.018106060309666393,0.09963426465942087,0.017125266212900718,-0.1441087108633076,0.17958131931763735
47,0.01718061295396106,0.10240675087765264,0.018809176034464026,-0.1570742893385645,0.18526158077850985
48,0.017531640531453146,0.09903430498203171,0.020457280171404593,-0.14367130714408782,0.17591165364104575
49,0.016267436329642483,0.0990344653427127,0.01610144191561422,-0.14367338280521494,0.18159039850015904
