dim_0,dim_1,mean,std,median,5.0%,95.0%
0,0,-0.35785706778352655,0.7461985618371731,-0.3466042810530472,-1.660905517279028,0.9041578429600203
0,1,0.26373342962718654,0.8393420201515448,0.28738054575998684,-1.1130273801771935,1.5647342497281853
0,2,0.25505485048134346,0.8588551452613822,0.27627085856845174,-1.1222272918881138,1.6934501653161989
0,3,1.030933218979574,0.6378751345323725,1.0508636936694504,-0.03580134435180322,2.0102408471962563
0,4,-0.6165372991087196,0.961686193722564,-0.6122549832118521,-2.307109524132095,0.9111208656365654
0,5,0.7464850253460018,0.6116779124197335,0.750107376569213,-0.223925117501206,1.8377124071810003
0,6,0.08851182826911502,0.6373794390651392,0.09368800003087413,-0.9665181660541504,1.1258769304457026
0,7,-0.22072232796202812,0.7054283063398237,-0.24453152286113955,-1.3299281270203607,1.0893240723854687
0,8,-0.6057121339107961,0.6399843689935356,-0.6087750301414171,-1.623563789609027,0.44320578184413134
0,9,0.728575579676363,0.8306537003082979,0.7569303384745458,-0.6516878372653399,1.933656540194149
1,0,-0.16169689801732628,0.8323341975031154,-0.1497186714847473,-1.5749962620156241,1.2260469411735393
1,1,1.2045471667874055,0.7480952240546787,1.2045314436339256,-0.06802861380145386,2.4233843851965227
1,2,1.1550404220644583,0.7005679501373488,1.1546988222799426,0.031167889034029592,2.3063688944315053
1,3,0.2827890252506709,0.717808478932744,0.28483201360425764,-0.8664451340489605,1.4067222884445798
1,4,-0.4398936071431473,0.5699112840142179,-0.4552197873753374,-1.333970883656366,0.5142485396048541
1,5,-1.0679595792996932,0.7368497958462122,-1.055183413384027,-2.3948957535864914,0.15630258049806625
1,6,0.8728240466464771,0.5120908532242551,0.868751433078143,0.07411029592248404,1.6916105089714124
1,7,-0.19762684126993488,0.6695641766162456,-0.18899856584881275,-1.3090652445559854,0.8593063457064658
1,8,0.6960799427183838,0.588199943581095,0.7216809326886947,-0.23979746414828623,1.5206027745916
1,9,-0.8738692360459794,0.8368288784453315,-0.8820348609386556,-2.26742451472551,0.4424927112151944
2,0,-0.0609345487694996,0.8431227837896388,-0.07020107080141821,-1.346285536854419,1.3030294939883098
2,1,-0.23598516868605302,0.7371200991390454,-0.23254406073521805,-1.498381773751904,0.9686190732169341
2,2,-0.24217096443476227,0.8636339669150938,-0.21424093782037043,-1.6179911972019587,1.173563176204033
2,3,0.0843748440438846,0.7896521716365281,0.08526366180985717,-1.2331068676020422,1.3491259044697812
2,4,0.17968132903513304,0.6524998108321679,0.19810497308672625,-0.8335800097553746,1.327759725503511
